"","Sanger_new_ID","tile","methylation","Clock","sequencing_block","plate_name","Organ","original_tube_ID","Age","Sex","Treatment"
"24","ZD0108b","21:23174621:23174850",94.1176470588235,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"25","ZD0108b","25:35134471:35134811",25,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"26","ZD0108b","25:35502450:35502998",80.8434959349593,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"27","ZD0108b","22:37419600:37419816",84.2633928571429,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"28","ZD0108b","13:4766104:4766350",99.3055555555556,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"29","ZD0108b","22:12224812:12225254",93.4782608695652,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"30","ZD0108b","2:6262120:6262331",46.8367346938776,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"31","ZD0108b","2:58868001:58869240",98.2162474417376,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"32","ZD0108b","4:1658618:1658618",83.3333333333333,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"33","ZD0108b","5:22750001:22775000",23.5836083608361,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"34","ZD0108b","6:14882001:14883000",59.375,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"35","ZD0108b","8:5001:12000",25.2997335581605,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"36","ZD0108b","9:15788482:15788482",58.3333333333333,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"37","ZD0108b","10:38075001:38100000",89.1629660661919,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"38","ZD0108b","11:42714001:42716028",89.7727272727273,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"39","ZD0108b","12:16564778:16564778",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"40","ZD0108b","12:34320001:34325000",80.4878048780488,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"41","ZD0108b","14:7245001:7247000",68.9147286821705,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"42","ZD0108b","14:13550001:13575000",93.1762065095398,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"43","ZD0108b","17:174609:179608",93.7212787212787,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"44","ZD0108b","19:32030001:32035000",72.5,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"45","ZD0108b","20:37140001:37145000",87.3265993265993,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"46","ZD0108b","22:11184001:11190000",93.1527777777778,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"47","ZD0108b","22:36300001:36325000",88.1580086580087,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"48","ZD0108b","23:16300001:16325000",84.5112743597592,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"49","ZD0108b","1:712001:713000",61.4801864801865,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"50","ZD0108b","1:24077077:24077150",79.0531517094017,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"51","ZD0108b","1:41264001:41266000",85.0446428571429,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"52","ZD0108b","2:32775001:32800000",50.9324009324009,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"53","ZD0108b","2:57232001:57233044",4.0403712449167,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"54","ZD0108b","3:3650001:3651000",55.4365079365079,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"55","ZD0108b","3:11600001:11625000",77.8701298701299,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"56","ZD0108b","3:23550001:23576000",4.76190476190476,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"57","ZD0108b","4:17675001:17700000",71.25,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"58","ZD0108b","4:34312001:34314000",96.56223893066,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"59","ZD0108b","5:39427001:39428000",90.6887755102041,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"60","ZD0108b","5:65610001:65616000",94.0691638608305,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"61","ZD0108b","7:20967884:20970000",40.8181760767968,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"62","ZD0108b","7:68415001:68420000",50,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"63","ZD0108b","9:11340947:11341050",89.2857142857143,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"64","ZD0108b","10:720001:724000",83.4166666666667,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"65","ZD0108b","10:3746001:3746500",88.4523809523809,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"66","ZD0108b","11:26750001:26775000",78.6410256410256,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"67","ZD0108b","11:41769001:41770000",90.7407407407407,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"68","ZD0108b","12:33192127:33192400",67.7083333333333,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"69","ZD0108b","12:35875001:35900000",70.9935897435897,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"70","ZD0108b","13:1532001:1534000",98.4848484848485,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"71","ZD0108b","13:1755001:1760000",75.5991161616162,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"72","ZD0108b","13:17470292:17470491",25.8928571428571,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"73","ZD0108b","14:28050001:28055050",41.8803418803419,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"74","ZD0108b","15:21715001:21720000",44.2796610169492,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"75","ZD0108b","16:2807224:2809000",15.8249158249158,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"76","ZD0108b","16:22780001:22782000",64.8809523809524,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"77","ZD0108b","16:44542001:44544000",1.70648795648796,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"78","ZD0108b","17:7760001:7762000",45.2380952380952,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"79","ZD0108b","17:52099561:52099561",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"80","ZD0108b","18:18042001:18044000",26.3232323232323,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"81","ZD0108b","19:21574001:21600000",74.5158250840069,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"82","ZD0108b","20:6999077:7002000",4.3552035612109,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"83","ZD0108b","21:201001:201322",90.8333333333333,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"84","ZD0108b","21:9780001:9785000",0,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"85","ZD0108b","21:25175001:25200000",64.6968838040267,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"86","ZD0108b","22:3300001:3325000",90.7259911805366,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"87","ZD0108b","22:3631001:3632000",90.2083333333333,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"88","ZD0108b","22:11148001:11155000",61.0585585585586,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"89","ZD0108b","22:33820001:33825000",91.3492063492064,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"90","ZD0108b","23:7000001:7025000",88.3745619459905,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"91","ZD0108b","24:25350001:25375000",48.0087719298246,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"92","ZD0108b","24:31942001:31944000",5.0535141941392,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"93","ZD0108b","25:10685001:10690000",70.7459207459207,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"94","ZD0108b","25:30800001:30825000",65.3075579391369,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"95","ZD0108b","25:35500001:35505000",81.7652329749104,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"96","ZD0108b","1:51950001:51955000",58.8183421516755,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"97","ZD0108b","2:3575001:3600000",62.4891296845078,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"98","ZD0108b","2:11200001:11225000",25.1212751212751,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"99","ZD0108b","2:57232001:57233798",1.33273272236038,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"100","ZD0108b","3:15875001:15900000",34.480663567202,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"101","ZD0108b","3:23525001:23576000",60.4440154440154,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"102","ZD0108b","4:12928001:12929000",5.62211209270033,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"103","ZD0108b","4:77550001:77575000",93.0336089235974,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"104","ZD0108b","5:24200001:24205000",14.8349046562564,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"105","ZD0108b","5:43683051:43683100",14.8809523809524,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"106","ZD0108b","5:43683104:43683105",6.25,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"107","ZD0108b","6:58690001:58696000",28.8038277511962,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"108","ZD0108b","7:1:25000",90.1926405399534,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"109","ZD0108b","7:18598490:18598711",11.2121212121212,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"110","ZD0108b","7:21885001:21890000",8.44747002641739,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"111","ZD0108b","7:32720001:32725000",3.28454317218362,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"112","ZD0108b","7:63325001:63330000",21.9364459070341,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"113","ZD0108b","8:42620001:42626000",21.5873015873016,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"114","ZD0108b","10:10875001:10900000",78.4010840108401,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"115","ZD0108b","10:28150001:28175000",7.94171877505211,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"116","ZD0108b","11:10828040:10828428",1.39982110912343,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"117","ZD0108b","14:3570001:3575000",2.36512048712801,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"118","ZD0108b","15:25802001:25804000",62.8553113553113,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"119","ZD0108b","16:10345001:10350000",2.02848153667826,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"120","ZD0108b","16:46765001:46770000",3.1305114638448,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"121","ZD0108b","16:53015001:53020000",44.5072642242454,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"122","ZD0108b","17:28880001:28885000",2.71367521367521,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"123","ZD0108b","18:48950001:48955000",21.1485790897556,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"124","ZD0108b","20:1764029:1764100",5.77631578947368,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"125","ZD0108b","20:32100001:32125000",26.7977915804003,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"126","ZD0108b","21:6775001:6800000",37.8391238295309,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"127","ZD0108b","22:709001:709500",69.7552447552448,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"128","ZD0108b","22:709512:709611",16.0710321424607,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"129","ZD0108b","22:4250001:4255000",7.84120580274427,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"130","ZD0108b","24:18178001:18180000",1.42124542124542,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"131","ZD0108b","24:37080001:37085000",2.84152122387416,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"132","ZD0108b","25:4420001:4425000",9.85131030585576,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"133","ZD0108b","1:24076877:24076977",69.2602040816327,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"134","ZD0108b","1:24077077:24077126",78.0448717948718,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"135","ZD0108b","2:34600001:34625000",64.4870036161662,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"136","ZD0108b","2:58868741:58869240",97.4206349206349,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"137","ZD0108b","3:1105225:1105225",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"138","ZD0108b","3:23570001:23576000",0.476190476190476,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"139","ZD0108b","4:31950001:31975000",90.8465608465608,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"140","ZD0108b","4:42625001:42650229",89.0243902439024,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"141","ZD0108b","6:64024:64024",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"142","ZD0108b","7:5001:10000",92.8266563438617,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"143","ZD0108b","8:53670663:53671090",94.2652329749104,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"144","ZD0108b","13:13670001:13672000",60.2813852813853,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"145","ZD0108b","13:14567598:14567598",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"146","ZD0108b","13:51245001:51250000",1.96078431372549,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"147","ZD0108b","14:214333:214482",1.41098484848485,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"148","ZD0108b","14:4182269:4182401",92.1309872922776,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"149","ZD0108b","14:28052001:28055000",34.4444444444444,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"150","ZD0108b","15:21200001:21226000",91.0745614035088,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"151","ZD0108b","15:28199001:28199500",23.7915192392747,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"152","ZD0108b","15:31047627:31047627",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"153","ZD0108b","15:43540924:43540924",94.1176470588235,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"154","ZD0108b","16:46765344:46766406",3.1305114638448,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"155","ZD0108b","17:9936401:9936898",95.9205045654626,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"156","ZD0108b","17:14458405:14458505",0.971718088324259,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"157","ZD0108b","17:41075001:41100000",93.5185185185185,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"158","ZD0108b","17:52708001:52710000",0,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"159","ZD0108b","18:44827390:44827390",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"160","ZD0108b","19:6310001:6316000",6.17857142857143,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"161","ZD0108b","20:15770001:15775060",1.39470525052126,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"162","ZD0108b","20:54175001:54180000",94.4240134865135,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"163","ZD0108b","20:54390001:54395000",96,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"164","ZD0108b","22:695001:700000",7.29843073593074,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"165","ZD0108b","22:709301:709611",23.0577429106841,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"166","ZD0108b","22:20910001:20915000",87.5178062678063,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"167","ZD0108b","24:986415:986416",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"168","ZD0108b","24:3017976:3018219",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"169","ZD0108b","24:3059536:3059585",100,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"170","ZD0108b","24:11825001:11850000",89.2326576436746,"multitissue",1,"plate_batch1","Intestines","65F",10,"M","WT"
"171","ZD0108c","6:4935441:4935768",50,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"172","ZD0108c","4:51645740:51646027",100,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"173","ZD0108c","8:51371072:51371541",16.2455713685222,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"174","ZD0108c","22:11185769:11186071",73.5284391534392,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"175","ZD0108c","1:14372733:14373618",0,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"176","ZD0108c","22:34108053:34108286",92.3076923076923,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"177","ZD0108c","17:9936654:9936703",91.8219461697723,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"178","ZD0108c","8:31120071:31120427",3.66161616161616,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"179","ZD0108c","3:13557565:13558122",0.773363559207479,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"180","ZD0108c","7:34162239:34162861",63.6274509803922,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"181","ZD0108c","16:5093555:5093769",84.9358974358974,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"182","ZD0108c","1:40644559:40644788",26.593137254902,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"183","ZD0108c","4:77561200:77561200",97.5,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"184","ZD0108c","4:77559642:77559642",75.7575757575758,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"185","ZD0108c","4:77560396:77560396",82.9268292682927,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"186","ZD0108c","8:50628644:50628910",92.2839506172839,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"187","ZD0108c","5:38774677:38775285",16.982733175915,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"188","ZD0108c","24:3782666:3783423",2.67676767676768,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"189","ZD0108c","2:44181891:44182390",1.22222222222222,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"190","ZD0108c","4:3011851:3012149",76,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"191","ZD0108c","13:3704291:3704340",55.2153110047847,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"192","ZD0108c","16:815631:816213",34.5347802388685,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"193","ZD0108c","15:42582708:42583050",93.9119769119769,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"194","ZD0108c","21:23174621:23174850",97.3958333333333,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"195","ZD0108c","25:35134471:35134811",12.962962962963,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"196","ZD0108c","25:35502450:35502998",45.7810127674258,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"197","ZD0108c","22:37419600:37419816",90.5247319688109,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"198","ZD0108c","13:4766104:4766350",99.1402116402116,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"199","ZD0108c","22:12224812:12225254",81.5185185185185,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"200","ZD0108c","2:6262120:6262331",90.3896103896104,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"201","ZD0108c","2:58868001:58869240",96.4908479114916,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"202","ZD0108c","4:1658618:1658618",100,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"203","ZD0108c","5:22750001:22775000",20.8134872926007,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"204","ZD0108c","6:14882001:14883000",40.7017543859649,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"205","ZD0108c","8:5001:12000",25.3322040278562,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"206","ZD0108c","9:15788482:15788482",25,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"207","ZD0108c","10:38075001:38100000",84.7535238947981,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"208","ZD0108c","11:42714001:42716028",95.6526806526807,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"209","ZD0108c","12:16564778:16564778",100,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"210","ZD0108c","12:34320001:34325000",89.8979591836735,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"211","ZD0108c","14:7245001:7247000",81.5152851263962,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"212","ZD0108c","14:13550001:13575000",95.0270474508453,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"213","ZD0108c","17:174609:179608",94.7430105379635,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"214","ZD0108c","19:32030001:32035000",42.5,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"215","ZD0108c","20:37140001:37145000",76.486436269045,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"216","ZD0108c","22:11184001:11190000",81.8466280047868,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"217","ZD0108c","22:36300001:36325000",66.4738211060391,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"218","ZD0108c","23:16300001:16325000",87.6912189322803,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"219","ZD0108c","1:712001:713000",18.2129173508484,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"220","ZD0108c","1:24077077:24077150",66.9783432147563,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"221","ZD0108c","1:41264001:41266000",23.9272947258428,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"222","ZD0108c","2:32775001:32800000",48.4615384615385,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"223","ZD0108c","2:57232001:57233044",7.70749560717673,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"224","ZD0108c","3:3650001:3651000",13.9798893916541,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
"225","ZD0108c","3:11600001:11625000",78.3668678739101,"multitissue",1,"plate_batch1","Fin_clip_caudal","65G",10,"M","WT"
